postId,createdAt,visibility,updatedAt,content,mediaUrls,groupId,sharedFromPostId
P00222,2025-09-08T00:55:26,friends,2026-01-14T19:03:34,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00222.jpg,G026,
P00223,2025-12-01T20:50:36,public,2025-12-27T20:29:11,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00223.jpg,,
P00224,2025-01-13T20:23:23,public,2025-04-14T15:17:44,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G045,
P00225,2025-06-22T14:10:32,group,2025-10-22T13:34:56,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P00226,2025-07-15T01:15:47,friends,2025-07-30T20:45:57,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G015,
P00227,2024-11-06T16:58:38,group,2025-09-15T23:45:11,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,,
P00228,2024-10-13T23:30:14,group,2025-09-18T06:53:24,Có ai đã chạy A/B test cho landing page chưa?,,G022,
P00229,2025-02-19T03:23:38,public,2025-09-30T09:16:55,Có ai từng làm growth experiment cho startup chưa?,,,
P00230,2026-01-04T23:09:15,group,2026-03-19T01:20:35,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00230.jpg,G008,
P00231,2026-03-02T12:02:37,group,2026-04-01T06:53:10,Ai muốn luyện speaking buổi tối không?,,,
P00232,2025-11-01T11:09:52,group,2025-12-06T18:20:07,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G042,
P00233,2026-03-10T08:29:41,group,2026-03-28T20:54:56,Mọi người dùng KPI nào để đo hiệu quả content?,,G047,
P00234,2025-08-13T13:01:18,group,2026-03-20T18:32:44,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_00234.jpg,,
P00235,2025-08-08T11:09:38,public,2025-08-30T13:39:09,Chia sẻ bộ từ vựng chủ đề education.,https://example.com/media/post_00235.jpg,G008,
P00236,2026-03-11T07:32:34,public,2026-03-18T03:15:12,Mình đang học quản trị dòng tiền.,https://example.com/media/post_00236.jpg,G017,
P00237,2024-09-30T17:07:45,group,2025-05-06T01:10:16,Typography nào dễ dùng cho mobile app?,,,
P00238,2025-10-08T14:48:45,friends,2025-12-09T00:11:48,Mình đang học quản trị dòng tiền.,,,
P00239,2026-03-12T09:17:58,group,2026-03-27T12:53:43,Neo4j dùng cho friend suggestion khá hợp.,,G062,
P00240,2026-03-08T22:50:58,friends,2026-03-22T08:49:10,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00240.jpg,G038,
P00241,2025-05-28T01:50:45,public,2026-01-24T19:24:32,Chia sẻ bộ từ vựng chủ đề education.,,,
P00242,2026-01-16T10:10:45,group,2026-03-24T01:46:15,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,,
P00243,2024-02-27T03:54:09,friends,2026-01-11T05:01:43,Mình đang học design system.,https://example.com/media/post_00243.jpg,G029,
P00244,2026-03-27T08:11:34,public,2026-03-28T19:09:26,Có ai đang học system design không?,,G067,
P00245,2025-09-04T06:59:01,public,2025-10-21T21:57:56,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00245.jpg,G073,
P00246,2025-10-21T13:54:13,friends,2025-11-25T12:31:11,Case study này khá hay cho team kinh doanh.,,G021,
P00247,2025-06-13T10:28:49,group,2025-09-02T23:44:32,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00247.jpg,G015,
P00248,2026-03-25T05:42:54,public,2026-03-27T04:02:00,Bài này giải thích khá dễ về budgeting.,,G044,
P00249,2024-07-22T14:20:56,public,2026-03-23T21:10:39,Mọi người học IELTS listening bằng nguồn nào?,,,
P00250,2025-11-19T20:51:37,public,2026-02-09T11:10:38,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G018,
P00251,2025-12-26T06:20:20,public,2026-02-20T00:07:35,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_00251.jpg,G024,
P00252,2025-11-10T10:42:32,group,2025-12-25T10:38:12,Neo4j dùng cho friend suggestion khá hợp.,https://example.com/media/post_00252.jpg,G058,
P00253,2025-04-18T19:01:33,group,2026-01-29T22:00:50,Neo4j dùng cho friend suggestion khá hợp.,https://example.com/media/post_00253.jpg,G046,
P00254,2025-04-05T23:59:03,public,2025-05-07T06:53:22,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,,
P00255,2025-12-14T20:44:34,group,2026-03-16T00:56:27,Mình cần template content plan cho fanpage.,,G060,
P00256,2025-12-09T00:15:58,public,2026-01-01T16:37:03,Bài này giải thích khá dễ về budgeting.,https://example.com/media/post_00256.jpg,,
P00257,2025-12-18T07:25:10,group,2026-01-04T19:17:47,Mình đang học quản trị dòng tiền.,https://example.com/media/post_00257.jpg,,
P00258,2026-03-09T22:33:54,public,2026-03-27T11:58:20,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_00258.jpg,G003,
P00259,2025-12-10T12:04:31,friends,2026-03-22T14:47:41,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_00259.jpg,G017,
P00260,2025-09-27T15:28:21,group,2025-09-29T12:50:45,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G014,
P00261,2025-12-06T04:28:16,group,2026-02-21T10:53:24,Neo4j dùng cho friend suggestion khá hợp.,,G046,
P00262,2026-03-17T04:03:28,group,2026-03-24T22:29:29,Có ai muốn lập nhóm học FP&A không?,,G064,
P00263,2026-03-30T00:32:51,public,2026-03-30T14:51:43,Mình cần bạn học writing task 2.,,G067,
P00264,2025-05-28T21:03:14,public,2025-05-30T05:40:26,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G064,
P00265,2026-03-21T12:47:16,group,2026-03-24T06:03:27,Mình đang phân tích hành vi khách hàng cho shop.,,,
P00266,2025-11-25T02:55:19,public,2025-12-29T20:55:31,Mọi người nghĩ sao về product-market fit?,,G037,
P00267,2024-05-06T01:00:10,group,2025-02-26T18:39:58,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,G002,
P00268,2026-03-23T09:58:55,public,2026-03-31T09:58:16,Chia sẻ case branding mình thấy khá hay.,,G078,
P00269,2025-08-18T03:15:24,group,2025-09-21T15:49:38,Mọi người góp ý giúp mình layout này với.,,G027,
P00270,2026-03-08T02:34:25,group,2026-03-15T00:15:55,Mình đang học quản trị dòng tiền.,,,
P00271,2025-04-01T13:29:28,public,2026-01-02T09:58:11,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P00272,2025-11-27T07:04:37,group,2026-02-20T12:20:19,Mình cần template content plan cho fanpage.,https://example.com/media/post_00272.jpg,G056,
P00273,2024-11-01T03:40:32,group,2024-11-16T17:18:07,Có ai đã chạy A/B test cho landing page chưa?,,G060,
P00274,2026-03-27T07:07:55,public,2026-03-30T13:32:09,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00274.jpg,G078,
P00275,2026-02-24T22:08:11,public,2026-03-29T11:54:55,Mình cần bạn học writing task 2.,https://example.com/media/post_00275.jpg,,
P00276,2026-01-20T23:30:23,group,2026-01-29T03:24:27,Chia sẻ bộ từ vựng chủ đề education.,,G046,
P00277,2025-09-08T12:20:05,group,2025-12-10T17:57:14,Mình đang học quản trị dòng tiền.,,,
P00278,2025-10-31T17:25:06,public,2026-03-28T00:32:15,Neo4j dùng cho friend suggestion khá hợp.,https://example.com/media/post_00278.jpg,G046,
P00279,2025-04-09T14:35:54,public,2025-05-09T23:06:00,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G081,
P00280,2025-10-14T23:39:15,group,2026-01-15T09:40:55,Có ai từng làm growth experiment cho startup chưa?,,G037,
P00281,2025-09-19T09:47:26,group,2025-11-18T09:48:50,Mình cần bạn học writing task 2.,,G036,
P00282,2025-11-20T03:02:09,public,2026-02-20T17:47:52,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,G007,
P00283,2026-03-20T11:16:16,group,2026-03-31T03:30:47,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_00283.jpg,G001,
P00284,2025-10-24T12:52:35,group,2026-01-08T20:13:14,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,,
P00285,2025-04-17T19:11:19,group,2025-05-08T01:27:50,Mình đang học design system.,,,
P00286,2025-09-23T03:02:46,public,2026-03-21T19:13:37,Mình đang học về quy trình sales ops.,,G043,
P00287,2026-01-22T17:27:20,public,2026-02-11T12:54:29,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,https://example.com/media/post_00287.jpg,G067,
P00288,2025-06-06T09:18:10,public,2025-12-12T10:26:45,Mình đang phân tích hành vi khách hàng cho shop.,,G026,
P00289,2025-07-04T19:58:14,group,2026-02-14T20:47:34,Chia sẻ tài liệu SQL cơ bản cho người mới.,,,
P00290,2025-05-16T13:09:27,public,2025-12-27T21:09:01,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G087,
P00291,2024-10-06T16:55:50,friends,2025-11-14T12:29:06,Có ai muốn lập nhóm học FP&A không?,,,
P00292,2025-03-09T04:38:04,friends,2025-06-08T01:15:55,Chia sẻ tài liệu SQL cơ bản cho người mới.,,,
P00293,2025-08-13T01:40:22,public,2025-09-08T04:00:37,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_00293.jpg,G010,
P00294,2026-03-28T19:07:13,public,2026-03-30T14:45:58,Mình cần bạn học writing task 2.,,G053,
P00295,2026-03-20T16:00:18,group,2026-03-30T00:36:41,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00295.jpg,G069,
P00296,2026-03-20T08:27:44,group,2026-03-25T01:32:57,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_00296.jpg,G045,
P00297,2026-03-17T20:26:06,friends,2026-03-19T03:36:09,Mọi người góp ý giúp mình layout này với.,https://example.com/media/post_00297.jpg,G027,
P00298,2025-10-07T20:24:12,friends,2025-10-23T09:58:22,Có ai đang học system design không?,,,
P00299,2025-08-04T09:49:03,public,2025-09-27T01:15:03,Có ai học dataset Olist không?,,G011,
P00300,2026-02-09T08:53:32,public,2026-02-27T23:24:38,Mình cần template content plan cho fanpage.,https://example.com/media/post_00300.jpg,,
P00301,2025-11-06T02:42:47,group,2025-12-23T18:24:38,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00301.jpg,G036,
P00302,2026-01-20T02:10:52,group,2026-02-01T13:22:54,Mọi người dùng KPI nào để đo hiệu quả content?,,G073,
P00303,2025-07-15T11:35:11,public,2025-07-27T19:24:16,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,https://example.com/media/post_00303.jpg,,
P00304,2026-03-30T02:12:35,public,2026-04-01T05:20:01,Mọi người góp ý giúp mình layout này với.,,G027,
P00305,2025-12-02T07:24:57,group,2026-01-14T02:47:55,Mọi người học IELTS listening bằng nguồn nào?,,G053,
P00306,2026-02-01T12:10:26,public,2026-03-15T05:23:47,Mình đang phân tích hành vi khách hàng cho shop.,https://example.com/media/post_00306.jpg,G009,
P00307,2026-01-25T17:51:05,public,2026-01-31T02:14:27,Chia sẻ bộ từ vựng chủ đề education.,,G069,
P00308,2026-03-11T13:28:46,public,2026-03-15T03:35:23,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P00309,2025-11-12T06:32:32,group,2025-12-12T21:51:37,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00309.jpg,G047,
P00310,2025-09-12T19:44:59,friends,2026-03-06T01:10:43,Case study này khá hay cho team kinh doanh.,https://example.com/media/post_00310.jpg,G063,
P00311,2025-11-09T03:04:29,public,2025-11-17T17:21:48,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_00311.jpg,,
P00312,2024-11-30T03:40:36,group,2026-01-23T10:34:12,Có ai muốn lập nhóm học FP&A không?,,,
P00313,2025-10-05T10:47:34,group,2025-11-10T08:33:16,Có ai đang học system design không?,,,
P00314,2026-01-17T01:44:06,public,2026-02-03T20:45:25,Chia sẻ case branding mình thấy khá hay.,,G047,
P00315,2025-08-21T00:53:44,group,2026-01-20T21:23:17,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,,
P00316,2026-02-13T20:54:54,group,2026-02-19T14:58:02,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00316.jpg,,
P00317,2025-06-21T12:53:19,group,2026-02-19T12:42:40,Typography nào dễ dùng cho mobile app?,,G079,
P00318,2026-03-26T00:52:07,public,2026-04-01T09:39:29,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00318.jpg,G090,
P00319,2025-07-16T05:31:43,public,2025-12-22T10:20:24,Mọi người góp ý giúp mình layout này với.,,,
P00320,2026-03-11T03:42:39,public,2026-03-28T09:26:09,Ai có bài tập Neo4j hay cho mình xin với.,https://example.com/media/post_00320.jpg,,
P00321,2025-12-03T20:58:02,public,2025-12-14T15:15:08,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G027,
P00322,2024-12-18T11:28:18,friends,2025-12-24T19:42:01,Mọi người góp ý giúp mình layout này với.,,,
P00323,2025-01-17T23:57:48,friends,2025-08-07T07:05:34,Mọi người nghĩ sao về product-market fit?,,G037,
P00324,2025-09-20T16:25:30,public,2025-10-23T05:29:15,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G052,
P00325,2024-04-15T23:00:57,group,2024-08-23T07:05:08,Có ai muốn lập nhóm học FP&A không?,,,
P00326,2024-12-19T10:37:28,public,2026-03-24T01:41:35,Mọi người nghĩ sao về product-market fit?,,G063,
P00327,2026-03-30T19:29:00,public,2026-04-01T18:44:18,Mọi người học IELTS listening bằng nguồn nào?,,G023,
P00328,2025-09-10T01:35:29,group,2026-03-17T17:27:37,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_00328.jpg,G045,
P00329,2025-11-12T04:34:51,public,2026-01-10T02:44:00,Chia sẻ bộ từ vựng chủ đề education.,,G067,
P00330,2024-04-25T21:45:39,public,2025-06-26T15:28:31,Có ai muốn lập nhóm học FP&A không?,,G044,
P00331,2025-08-20T20:28:14,group,2026-03-16T10:46:15,Mình đang học design system.,,,
P00332,2026-02-21T10:22:46,group,2026-02-24T00:18:12,Mình cần bạn học writing task 2.,https://example.com/media/post_00332.jpg,G084,
P00333,2026-02-19T12:33:31,friends,2026-03-02T21:46:43,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00333.jpg,,
P00334,2025-10-27T22:40:57,public,2025-11-27T23:52:15,Mọi người học IELTS listening bằng nguồn nào?,,G023,
P00335,2024-08-29T22:24:26,public,2025-09-08T22:34:28,Có ai học dataset Olist không?,https://example.com/media/post_00335.jpg,G049,
P00336,2025-07-18T00:52:43,public,2026-03-19T14:11:04,Typography nào dễ dùng cho mobile app?,,G010,
P00337,2025-06-04T15:26:39,group,2025-07-28T23:10:04,Neo4j dùng cho friend suggestion khá hợp.,,G002,
P00338,2025-03-17T17:52:37,group,2026-03-09T18:37:32,Mình đang học design system.,https://example.com/media/post_00338.jpg,,
P00339,2025-10-17T21:23:50,friends,2026-01-10T02:14:34,Có ai đang học system design không?,,G013,
P00340,2026-03-15T14:28:16,friends,2026-03-29T12:17:16,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00340.jpg,G053,
P00341,2026-03-24T20:42:54,public,2026-03-26T11:35:43,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_00341.jpg,G066,
P00342,2026-01-14T15:03:39,friends,2026-02-09T18:07:11,Bài này giải thích khá dễ về budgeting.,,,
P00343,2025-06-27T15:31:55,group,2026-01-06T19:19:42,Case study này khá hay cho team kinh doanh.,,,
P00344,2024-09-12T15:19:42,group,2026-02-09T17:52:21,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00344.jpg,G044,
P00345,2025-12-13T22:35:10,public,2026-01-18T15:15:15,Mình cần bạn học writing task 2.,https://example.com/media/post_00345.jpg,G069,
P00346,2026-02-07T13:42:57,friends,2026-02-24T20:46:10,Chia sẻ bộ từ vựng chủ đề education.,,G004,
P00347,2024-12-22T04:53:36,group,2025-12-08T07:34:43,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00347.jpg,,
P00348,2026-03-05T08:33:45,public,2026-03-19T13:49:54,Mình cần bạn học writing task 2.,,G069,
P00349,2026-01-26T17:25:16,public,2026-02-02T10:55:04,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_00349.jpg,,
P00350,2026-02-10T12:21:09,group,2026-03-26T09:53:20,Mọi người góp ý giúp mình layout này với.,,,
P00351,2025-01-02T19:49:12,public,2025-05-22T14:43:40,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G044,
P00352,2026-01-13T03:30:25,public,2026-01-30T12:50:40,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P00353,2025-06-24T22:44:47,public,2025-07-30T01:27:26,Mọi người recommend tài liệu Spring Boot nhé.,,,
P00354,2026-02-18T18:35:36,group,2026-03-20T18:30:02,Có ai từng làm growth experiment cho startup chưa?,,G002,
P00355,2025-06-02T14:53:38,public,2025-09-02T10:48:26,Có ai đang học system design không?,https://example.com/media/post_00355.jpg,G013,
P00356,2025-11-28T01:25:37,public,2026-03-29T23:42:00,Có ai đang học system design không?,https://example.com/media/post_00356.jpg,,
P00357,2025-05-04T00:49:54,public,2025-08-22T09:41:29,Chia sẻ bộ từ vựng chủ đề education.,,G046,
P00358,2025-03-20T20:41:20,public,2025-08-24T20:02:50,Mình đang học quản trị dòng tiền.,,,
P00359,2025-08-04T08:14:32,public,2026-02-23T06:33:03,Mình cần bạn học writing task 2.,,,
P00360,2025-03-08T07:13:19,public,2025-03-25T05:30:12,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00360.jpg,,
P00361,2026-01-25T23:04:27,public,2026-03-11T11:31:29,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G087,
P00362,2024-08-17T19:49:55,public,2025-07-26T16:40:07,Typography nào dễ dùng cho mobile app?,,G024,
P00363,2025-11-11T21:17:50,public,2026-01-13T08:33:43,Mình cần template content plan cho fanpage.,,,
P00364,2026-01-22T17:07:28,public,2026-03-31T13:35:05,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_00364.jpg,G053,
